"";"Role";"BlueTeamChampion";"RedTeamChampion";"PatchVersion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage";"blue_side_kills_advantage_advantage";"blue_side_deaths_advantage_advantage";"blue_side_assists_advantage_advantage";"blue_side_cs_at_15_min_advantage_advantage";"blue_side_cs_at_end_advantage_advantage";"blue_side_gold_at_15_min_advantage_advantage";"blue_side_gold_at_end_advantage_advantage"
"118";"bottom";"Caitlyn";"Corki";"15.2.653.8382";3;2,33333333333333;1,33333333333333;1;135;278;5208;11563;2;1,33333333333333;4,66666666666667;119,666666666667;247;4621;10880,3333333333;0,333333333333333;0;-3,66666666666667;15,3333333333333;31;587;682,666666666666;0,333333333333333;0;-3,66666666666667;15,3333333333333;31;587;682,666666666666
"119";"bottom";"Caitlyn";"Corki";"15.5.662.5311";2;1;2,5;6;113,5;264;4870,5;11302;5;2;4;123,5;295,5;5602,5;13487;-4;0,5;2;-10;-31,5;-732;-2185;-4;0,5;2;-10;-31,5;-732;-2185
"120";"bottom";"Caitlyn";"Corki";"15.6.667.3303";2;3;3,5;5;121;281,5;4844;12880;6;1,5;4,5;114,5;300,5;4694;14773;-3;2;0,5;6,5;-19;150;-1893;-3;2;0,5;6,5;-19;150;-1893
"121";"bottom";"Caitlyn";"Draven";"15.3.659.3416";1;0;0;1;131;235;4724;8934;1;1;0;117;215;5211;8660;-1;-1;1;14;20;-487;274;-1;-1;1;14;20;-487;274
"122";"bottom";"Caitlyn";"Draven";"15.7.670.1561";1;0;1;1;123;163;4715;6205;5;0;2;127;187;5943;9857;-5;1;-1;-4;-24;-1228;-3652;-5;1;-1;-4;-24;-1228;-3652
"123";"bottom";"Caitlyn";"Ezreal";"15.4.658.6996";1;3;2;2;104;194;4387;9430;3;1;4;103;183;5253;8571;0;1;-2;1;11;-866;859;0;1;-2;1;11;-866;859
"124";"bottom";"Caitlyn";"Jhin";"15.1.648.3927";1;3;0;6;130;288;5645;13200;2;0;3;129;270;5509;11044;1;0;3;1;18;136;2156;1;0;3;1;18;136;2156
"125";"bottom";"Caitlyn";"Jhin";"15.1.649.4112";1;3;2;2;146;326;5419;13872;2;0;6;131;323;5031;14273;1;2;-4;15;3;388;-401;1;2;-4;15;3;388;-401
"126";"bottom";"Caitlyn";"Jhin";"15.3.655.330";1;2;4;3;117;308;4809;13045;7;0;2;130;306;5834;16460;-5;4;1;-13;2;-1025;-3415;-5;4;1;-13;2;-1025;-3415
"127";"bottom";"Caitlyn";"Jhin";"15.3.659.3416";3;1,66666666666667;1;3,33333333333333;132,333333333333;216;5462,33333333333;9331;2;0,666666666666667;2;125,333333333333;209,333333333333;4884,33333333333;8686;-0,333333333333333;0,333333333333333;1,33333333333333;7,00000000000001;6,66666666666666;578;645;-0,333333333333333;0,333333333333333;1,33333333333333;7,00000000000001;6,66666666666666;578;645
"128";"bottom";"Caitlyn";"Jhin";"15.4.657.5386";1;4;2;6;132;416;5315;18557;6;2;8;113;342;5439;17165;-2;0;-2;19;74;-124;1392;-2;0;-2;19;74;-124;1392
"129";"bottom";"Caitlyn";"Jhin";"15.8.675.448";1;3;0;5;154;319;5166;12927;2;1;3;151;305;5444;11734;1;-1;2;3;14;-278;1193;1;-1;2;3;14;-278;1193
"130";"bottom";"Caitlyn";"Jhin";"15.9.678.398";1;4;2;6;140;298;4872;13703;2;4;3;129;266;4954;11521;2;-2;3;11;32;-82;2182;2;-2;3;11;32;-82;2182
"131";"bottom";"Caitlyn";"Kaisa";"15.6.667.3303";1;2;2;4;131;380;5104;17829;3;1;1;130;478;4702;21624;-1;1;3;1;-98;402;-3795;-1;1;3;1;-98;402;-3795
"132";"bottom";"Caitlyn";"Kalista";"15.1.649.4112";1;1;0;2;133;242;4903;9020;2;2;0;135;232;5244;9141;-1;-2;2;-2;10;-341;-121;-1;-2;2;-2;10;-341;-121
"133";"bottom";"Caitlyn";"Kalista";"15.4.658.6996";2;1,5;5,5;4,5;114;201;5250;9487;6,5;2,5;7,5;121;196;6306,5;11052;-5;3;-3;-7;5;-1056,5;-1565;-5;3;-3;-7;5;-1056,5;-1565
"134";"bottom";"Caitlyn";"Kalista";"15.7.671.9073";3;3,33333333333333;2,33333333333333;3,33333333333333;92;277;4002,66666666667;12581,6666666667;3,33333333333333;2,66666666666667;4;85,3333333333333;270,333333333333;3423,33333333333;12321,6666666667;0;-0,333333333333333;-0,666666666666667;6,66666666666667;6,66666666666669;579,333333333333;260;0;-0,333333333333333;-0,666666666666667;6,66666666666667;6,66666666666669;579,333333333333;260
"135";"bottom";"Caitlyn";"Lucian";"15.1.649.4112";1;2;0;3;150;333;5196;14682;3;1;1;123;292;4723;13824;-1;-1;2;27;41;473;858;-1;-1;2;27;41;473;858
"136";"bottom";"Caitlyn";"MissFortune";"15.3.655.330";1;5;1;5;121;389;5584;17424;3;3;3;91;377;4350;16777;2;-2;2;30;12;1234;647;2;-2;2;30;12;1234;647
"137";"bottom";"Caitlyn";"MissFortune";"15.7.671.9073";1;3;0;2;106;276;4075;11313;3;0;3;105;299;4635;11758;0;0;-1;1;-23;-560;-445;0;0;-1;1;-23;-560;-445
"138";"bottom";"Caitlyn";"Sivir";"15.4.658.6996";1;6;4;7;107;422;4215;21385;8;4;9;103;481;4205;23061;-2;0;-2;4;-59;10;-1676;-2;0;-2;4;-59;10;-1676
"139";"bottom";"Caitlyn";"Tristana";"15.7.670.1561";1;4;2;1;81;226;3239;10159;8;1;4;93;239;4587;12617;-4;1;-3;-12;-13;-1348;-2458;-4;1;-3;-12;-13;-1348;-2458
"140";"bottom";"Caitlyn";"Varus";"15.3.655.330";1;3;4;5;120;208;5571;9920;2;1;9;140;251;5658;10659;1;3;-4;-20;-43;-87;-739;1;3;-4;-20;-43;-87;-739
"141";"bottom";"Caitlyn";"Varus";"15.4.658.6996";1;7;5;6;101;264;5790;13699;12;6;9;86;241;4940;14690;-5;-1;-3;15;23;850;-991;-5;-1;-3;15;23;850;-991
"142";"bottom";"Caitlyn";"Varus";"15.5.662.5311";1;6;0;9;136;342;5437;16074;4;4;6;129;326;4896;13671;2;-4;3;7;16;541;2403;2;-4;3;7;16;541;2403
"143";"bottom";"Caitlyn";"Varus";"15.8.675.448";1;2;1;0;134;228;4879;9148;7;0;5;120;197;5918;11202;-5;1;-5;14;31;-1039;-2054;-5;1;-5;14;31;-1039;-2054
"144";"bottom";"Caitlyn";"Xayah";"15.5.662.5311";1;3;2;1;62;264;2379;11790;6;0;5;61;356;2399;15600;-3;2;-4;1;-92;-20;-3810;-3;2;-4;1;-92;-20;-3810
"145";"bottom";"Caitlyn";"Xayah";"15.8.675.448";1;0;0;2;127;283;4806;10753;0;1;0;124;309;4589;11526;0;-1;2;3;-26;217;-773;0;-1;2;3;-26;217;-773
"146";"bottom";"Caitlyn";"Zeri";"15.1.649.4112";1;0;4;1;126;222;4768;8065;7;0;6;134;249;6173;12403;-7;4;-5;-8;-27;-1405;-4338;-7;4;-5;-8;-27;-1405;-4338
"147";"bottom";"Caitlyn";"Zeri";"15.7.671.9073";1;4;1;2;138;364;5560;16525;7;1;3;119;299;5209;15440;-3;0;-1;19;65;351;1085;-3;0;-1;19;65;351;1085
"148";"bottom";"Corki";"Ashe";"15.1.649.4112";1;4;0;3;132;217;5033;10727;1;1;2;140;216;5184;8535;3;-1;1;-8;1;-151;2192;3;-1;1;-8;1;-151;2192
"149";"bottom";"Corki";"Ashe";"15.5.662.5311";2;6,5;1;5;105,5;259;5067,5;12371,5;0;4,5;3;103;212;3951,5;9100,5;6,5;-3,5;2;2,5;47;1116;3271;6,5;-3,5;2;2,5;47;1116;3271
"150";"bottom";"Corki";"Ashe";"15.6.667.3303";1;5;1;6;113;222;5231;10378;2;4;5;109;220;4884;8971;3;-3;1;4;2;347;1407;3;-3;1;4;2;347;1407
"151";"bottom";"Corki";"Ashe";"15.7.669.5499";1;3;0;2;150;271;5444;10851;0;2;1;125;230;4729;8455;3;-2;1;25;41;715;2396;3;-2;1;25;41;715;2396
"152";"bottom";"Corki";"Ashe";"15.7.671.9073";3;3;2;6;119,666666666667;244,333333333333;4875;10929,6666666667;3,66666666666667;3;3,66666666666667;108;214;5189,33333333333;11124;-0,666666666666667;-1;2,33333333333333;11,6666666666667;30,3333333333333;-314,333333333333;-194,333333333334;-0,666666666666667;-1;2,33333333333333;11,6666666666667;30,3333333333333;-314,333333333333;-194,333333333334
"153";"bottom";"Corki";"Ashe";"15.8.675.448";3;2;2,33333333333333;6,66666666666667;118,666666666667;213,666666666667;4871,66666666667;9920;1;2,33333333333333;5,33333333333333;116;221,333333333333;4879;9556,66666666667;1;0;1,33333333333333;2,66666666666667;-7,66666666666669;-7,33333333333303;363,333333333334;1;0;1,33333333333333;2,66666666666667;-7,66666666666669;-7,33333333333303;363,333333333334
"154";"bottom";"Corki";"Caitlyn";"15.2.653.8382";1;7;3;11;121;387;5046;18393;13;5;7;125;450;5378;23415;-6;-2;4;-4;-63;-332;-5022;-6;-2;4;-4;-63;-332;-5022
"155";"bottom";"Corki";"Caitlyn";"15.3.655.330";2;5;3,5;4,5;118;215;5507,5;10790;4;2,5;4,5;115;210,5;5368;10255,5;1;1;0;3;4,5;139,5;534,5;1;1;0;3;4,5;139,5;534,5
"156";"bottom";"Corki";"Caitlyn";"15.7.669.5499";1;1;4;3;124;227;5252;9029;3;1;10;138;219;6191;10951;-2;3;-7;-14;8;-939;-1922;-2;3;-7;-14;8;-939;-1922
"157";"bottom";"Corki";"Draven";"15.4.658.6996";1;2;0;5;127;203;5056;9549;1;2;0;119;211;4443;9888;1;-2;5;8;-8;613;-339;1;-2;5;8;-8;613;-339
"158";"bottom";"Corki";"Ezreal";"15.1.649.4112";3;3;1,66666666666667;3,33333333333333;115;240,333333333333;4534,33333333333;10526;2,66666666666667;1;3,66666666666667;126,666666666667;251,666666666667;5040,66666666667;10542;0,333333333333333;0,666666666666667;-0,333333333333333;-11,6666666666667;-11,3333333333333;-506,333333333334;-16;0,333333333333333;0,666666666666667;-0,333333333333333;-11,6666666666667;-11,3333333333333;-506,333333333334;-16
"159";"bottom";"Corki";"Ezreal";"15.2.650.9216";1;7;0;5;127;397;4784;20221;4;2;2;137;415;4936;17307;3;-2;3;-10;-18;-152;2914;3;-2;3;-10;-18;-152;2914
"160";"bottom";"Corki";"Ezreal";"15.2.652.6393";6;2,5;1,66666666666667;3,83333333333333;120;269,666666666667;5124,5;11866,6666666667;4,5;2;4,33333333333333;120,833333333333;254,166666666667;5101,5;11967,5;-2;-0,333333333333333;-0,5;-0,833333333333329;15,5;23;-100,833333333334;-2;-0,333333333333333;-0,5;-0,833333333333329;15,5;23;-100,833333333334
"161";"bottom";"Corki";"Ezreal";"15.2.653.8382";3;4;3;1,66666666666667;110,333333333333;257,333333333333;4896,33333333333;12028;4;1;5,66666666666667;111,333333333333;246;4765,33333333333;11837,3333333333;0;2;-4;-1;11,3333333333333;131;190,666666666666;0;2;-4;-1;11,3333333333333;131;190,666666666666
"162";"bottom";"Corki";"Ezreal";"15.3.655.330";9;4,55555555555556;2;5;119,666666666667;290,888888888889;4930,55555555556;13153,7777777778;4;1,44444444444444;4,44444444444444;112,777777777778;262,333333333333;4842,11111111111;12802,8888888889;0,555555555555555;0,555555555555556;0,555555555555555;6,8888888888889;28,5555555555556;88,4444444444443;350,888888888889;0,555555555555555;0,555555555555556;0,555555555555555;6,8888888888889;28,5555555555556;88,4444444444443;350,888888888889
"163";"bottom";"Corki";"Ezreal";"15.3.659.3416";2;2,5;1;3;134,5;290,5;4879;11955,5;1,5;0,5;2,5;117;269;4839,5;10825;1;0,5;0,5;17,5;21,5;39,5;1130,5;1;0,5;0,5;17,5;21,5;39,5;1130,5
"164";"bottom";"Corki";"Ezreal";"15.4.657.5386";1;0;0;1;144;251;4959;8762;6;1;1;121;229;5155;11036;-6;-1;0;23;22;-196;-2274;-6;-1;0;23;22;-196;-2274
"165";"bottom";"Corki";"Ezreal";"15.4.658.6996";4;4,25;1,75;4,5;105,25;289,75;4697,75;12645,75;3,5;1,25;5,5;108,5;273,5;4650;12377,75;0,75;0,5;-1;-3,25;16,25;47,75;268;0,75;0,5;-1;-3,25;16,25;47,75;268
"166";"bottom";"Corki";"Ezreal";"15.5.662.5311";3;3,33333333333333;1;4,66666666666667;135,333333333333;287;5306;11855,3333333333;1;1,66666666666667;3;126,333333333333;271,666666666667;4857,66666666667;10631,6666666667;2,33333333333333;-0,666666666666667;1,66666666666667;9,00000000000001;15,3333333333333;448,333333333333;1223,66666666667;2,33333333333333;-0,666666666666667;1,66666666666667;9,00000000000001;15,3333333333333;448,333333333333;1223,66666666667
"167";"bottom";"Corki";"Ezreal";"15.6.667.3303";2;0;1,5;1;118;214,5;4583;8286;1,5;0,5;4;129,5;233,5;5089;9899;-1,5;1;-3;-11,5;-19;-506;-1613;-1,5;1;-3;-11,5;-19;-506;-1613
"168";"bottom";"Corki";"Ezreal";"15.7.670.1561";2;5;1,5;4,5;85;252;4031,5;12140;4,5;3;5;81;273;3482;12486,5;0,5;-1,5;-0,5;4;-21;549,5;-346,5;0,5;-1,5;-0,5;4;-21;549,5;-346,5
"169";"bottom";"Corki";"Ezreal";"15.7.671.9073";10;3,2;1,8;3,1;102;262,1;4207,9;11662,2;3,2;1,3;3,9;101,4;267,8;4249,4;11940,3;0;0,5;-0,8;0,599999999999994;-5,69999999999999;-41,5;-278,099999999999;0;0,5;-0,8;0,599999999999994;-5,69999999999999;-41,5;-278,099999999999
"170";"bottom";"Corki";"Ezreal";"15.8.675.448";4;5;1,75;3,5;121,25;320,75;4762,25;14388,75;3,75;1,25;5,75;123,5;316,75;4833,25;14734,75;1,25;0,5;-2,25;-2,25;4;-71;-346;1,25;0,5;-2,25;-2,25;4;-71;-346
"171";"bottom";"Corki";"Jhin";"15.2.653.8382";1;6;3;6;22;178;1262;10453;3;3;3;31;175;1373;7676;3;0;3;-9;3;-111;2777;3;0;3;-9;3;-111;2777
"172";"bottom";"Corki";"Jhin";"15.3.655.330";1;4;0;6;131;249;5997;12548;0;0;0;119;221;4239;7932;4;0;6;12;28;1758;4616;4;0;6;12;28;1758;4616
"173";"bottom";"Corki";"Jhin";"15.7.669.5499";1;3;7;10;117;292;4864;13676;11;5;8;113;264;5235;15524;-8;2;2;4;28;-371;-1848;-8;2;2;4;28;-371;-1848
"174";"bottom";"Corki";"Jhin";"15.7.671.9073";3;4,66666666666667;2;4,66666666666667;115,333333333333;289,333333333333;5043,66666666667;13267;4;1,66666666666667;6;107;255;4399,33333333333;11808,3333333333;0,666666666666667;0,333333333333333;-1,33333333333333;8,33333333333333;34,3333333333333;644,333333333334;1458,66666666667;0,666666666666667;0,333333333333333;-1,33333333333333;8,33333333333333;34,3333333333333;644,333333333334;1458,66666666667
"175";"bottom";"Corki";"Jhin";"15.8.675.448";2;1,5;3;3;111;202,5;4187;8286;3;1;5;107;210,5;3993,5;9217,5;-1,5;2;-2;4;-8;193,5;-931,5;-1,5;2;-2;4;-8;193,5;-931,5
"176";"bottom";"Corki";"Jinx";"15.2.652.6393";2;8,5;0,5;3,5;76;161,5;4349;9454;0,5;4,5;2;62,5;151,5;2885,5;6344;8;-4;1,5;13,5;10;1463,5;3110;8;-4;1,5;13,5;10;1463,5;3110
"177";"bottom";"Corki";"Jinx";"15.2.653.8382";1;0;2;0;136;241;4878;8928;2;0;3;140;252;5632;11043;-2;2;-3;-4;-11;-754;-2115;-2;2;-3;-4;-11;-754;-2115
"178";"bottom";"Corki";"Jinx";"15.8.675.448";4;3;2,25;6;109,5;258,5;4615,25;12054,75;6;2,75;5;105,75;262;4641,5;12501,75;-3;-0,5;1;3,75;-3,5;-26,25;-447;-3;-0,5;1;3,75;-3,5;-26,25;-447
"179";"bottom";"Corki";"Kaisa";"15.1.645.7528";1;0;3;2;125;234;4743;9705;4;1;10;112;258;4587;12580;-4;2;-8;13;-24;156;-2875;-4;2;-8;13;-24;156;-2875
"180";"bottom";"Corki";"Kaisa";"15.3.655.330";4;1,75;2,75;4;112,5;268,25;4599,25;11426,5;5,5;1,25;6,5;116,75;289,25;4857,25;14063,25;-3,75;1,5;-2,5;-4,25;-21;-258;-2636,75;-3,75;1,5;-2,5;-4,25;-21;-258;-2636,75
"181";"bottom";"Corki";"Kaisa";"15.3.659.3416";1;7;4;4;127;335;5887;16111;7;5;7;107;313;4699;16980;0;-1;-3;20;22;1188;-869;0;-1;-3;20;22;1188;-869
"182";"bottom";"Corki";"Kaisa";"15.4.658.6996";4;6,5;2,75;7,5;80,25;233,5;3975;12331,5;2,75;5,25;4,5;82,5;211,75;3736;10201,75;3,75;-2,5;3;-2,25;21,75;239;2129,75;3,75;-2,5;3;-2,25;21,75;239;2129,75
"183";"bottom";"Corki";"Kaisa";"15.6.667.3303";2;2,5;1;3,5;104,5;220,5;4527;10001,5;3;1;3;110;245;4317;10263;-0,5;0;0,5;-5,5;-24,5;210;-261,5;-0,5;0;0,5;-5,5;-24,5;210;-261,5
"184";"bottom";"Corki";"Kaisa";"15.7.671.9073";4;2;2,25;6,75;127,5;320,5;4789,75;12987,75;4,25;2,25;5;127;316,75;4895;14682;-2,25;0;1,75;0,5;3,75;-105,25;-1694,25;-2,25;0;1,75;0,5;3,75;-105,25;-1694,25
"185";"bottom";"Corki";"Kaisa";"15.8.675.448";3;1,66666666666667;2,33333333333333;2,66666666666667;117,333333333333;245;4946;10269,3333333333;6,66666666666667;2,33333333333333;3,33333333333333;127;246,333333333333;5284;12434,3333333333;-5;0;-0,666666666666667;-9,66666666666667;-1,33333333333334;-338;-2165;-5;0;-0,666666666666667;-9,66666666666667;-1,33333333333334;-338;-2165
"186";"bottom";"Corki";"Kalista";"15.1.649.4112";2;2;1,5;4,5;132,5;312,5;5657;12970;2,5;3,5;4,5;123,5;284,5;4955,5;12984;-0,5;-2;0;9;28;701,5;-14;-0,5;-2;0;9;28;701,5;-14
"187";"bottom";"Corki";"Kalista";"15.2.653.8382";1;0;1;1;138;292;4962;11247;3;1;4;129;275;4621;11719;-3;0;-3;9;17;341;-472;-3;0;-3;9;17;341;-472
"188";"bottom";"Corki";"Kalista";"15.3.655.330";2;1;2,5;2;122,5;289,5;4428,5;10896,5;7;1;4;130;278,5;6282,5;13702;-6;1,5;-2;-7,5;11;-1854;-2805,5;-6;1,5;-2;-7,5;11;-1854;-2805,5
"189";"bottom";"Corki";"Kalista";"15.4.658.6996";1;3;3;3;128;227;5916;9556;2;1;5;121;230;5380;10176;1;2;-2;7;-3;536;-620;1;2;-2;7;-3;536;-620
"190";"bottom";"Corki";"Kalista";"15.5.662.5311";1;8;0;3;110;264;4132;11724;4;1;1;98;224;4090;9759;4;-1;2;12;40;42;1965;4;-1;2;12;40;42;1965
"191";"bottom";"Corki";"Kalista";"15.7.669.5499";1;2;0;4;140;330;5255;13472;1;1;0;136;306;5044;12996;1;-1;4;4;24;211;476;1;-1;4;4;24;211;476
"192";"bottom";"Corki";"Kalista";"15.7.670.1561";1;3;5;7;84;236;4067;12189;3;2;4;92;295;4693;13363;0;3;3;-8;-59;-626;-1174;0;3;3;-8;-59;-626;-1174
"193";"bottom";"Corki";"Kalista";"15.7.671.9073";3;1,66666666666667;2;1,33333333333333;108,666666666667;229,666666666667;4261,33333333333;9472,66666666667;4,33333333333333;0,333333333333333;3,66666666666667;121,666666666667;247,666666666667;5047,66666666667;11144;-2,66666666666667;1,66666666666667;-2,33333333333333;-13;-18;-786,333333333334;-1671,33333333333;-2,66666666666667;1,66666666666667;-2,33333333333333;-13;-18;-786,333333333334;-1671,33333333333
"194";"bottom";"Corki";"Kalista";"15.8.675.448";3;3,33333333333333;0,333333333333333;4;133;296;5004,33333333333;12454;3;2;1,66666666666667;129,666666666667;265,333333333333;4885,33333333333;11509;0,333333333333333;-1,66666666666667;2,33333333333333;3,33333333333334;30,6666666666667;119;945;0,333333333333333;-1,66666666666667;2,33333333333333;3,33333333333334;30,6666666666667;119;945
"195";"bottom";"Corki";"KogMaw";"15.8.675.448";1;6;2;4;131;277;5551;12865;8;2;4;108;229;4814;12790;-2;0;0;23;48;737;75;-2;0;0;23;48;737;75
"196";"bottom";"Corki";"Lucian";"15.8.675.448";1;1;4;8;108;239;4625;10464;4;2;13;121;252;4882;12111;-3;2;-5;-13;-13;-257;-1647;-3;2;-5;-13;-13;-257;-1647
"197";"bottom";"Corki";"MissFortune";"15.1.649.4112";2;1;0,5;0,5;118,5;241;4716;9059,5;3,5;0;4,5;144,5;252;5488,5;10912,5;-2,5;0,5;-4;-26;-11;-772,5;-1853;-2,5;0,5;-4;-26;-11;-772,5;-1853
"198";"bottom";"Corki";"MissFortune";"15.2.652.6393";1;6;1;6;103;300;4792;14373;5;2;5;117;283;4902;14223;1;-1;1;-14;17;-110;150;1;-1;1;-14;17;-110;150
"199";"bottom";"Corki";"MissFortune";"15.2.653.8382";2;5;2;6;126;311,5;4835;13834,5;6,5;2;4;126,5;326;5435;15237;-1,5;0;2;-0,5;-14,5;-600;-1402,5;-1,5;0;2;-0,5;-14,5;-600;-1402,5
"200";"bottom";"Corki";"MissFortune";"15.3.655.330";2;2,5;1,5;3,5;112,5;299;4116;12898;5,5;1,5;5;124;333,5;4770;16134,5;-3;0;-1,5;-11,5;-34,5;-654;-3236,5;-3;0;-1,5;-11,5;-34,5;-654;-3236,5
"201";"bottom";"Corki";"MissFortune";"15.4.658.6996";3;4;2;5,33333333333333;104;214,333333333333;4581,33333333333;10220;3,33333333333333;3,33333333333333;4,66666666666667;119,666666666667;245,666666666667;4729,33333333333;10780;0,666666666666667;-1,33333333333333;0,666666666666666;-15,6666666666667;-31,3333333333333;-148;-560;0,666666666666667;-1,33333333333333;0,666666666666666;-15,6666666666667;-31,3333333333333;-148;-560
"202";"bottom";"Corki";"MissFortune";"15.5.662.5311";2;3;1;4;117;269;4874;11334;2,5;1,5;3;123;268,5;4995;12118,5;0,5;-0,5;1;-6;0,5;-121;-784,5;0,5;-0,5;1;-6;0,5;-121;-784,5
"203";"bottom";"Corki";"MissFortune";"15.6.667.3303";4;4;0,75;3,25;120,25;274,5;5380,75;11914,75;2;2,5;3,5;117,5;278,5;5046,5;11656;2;-1,75;-0,25;2,75;-4;334,25;258,75;2;-1,75;-0,25;2,75;-4;334,25;258,75
"204";"bottom";"Corki";"MissFortune";"15.7.669.5499";1;0;4;7;125;287;4689;11654;3;4;5;129;343;5369;14641;-3;0;2;-4;-56;-680;-2987;-3;0;2;-4;-56;-680;-2987
"205";"bottom";"Corki";"MissFortune";"15.7.671.9073";4;4,25;2;5;129,75;332;5153,75;14428,25;4,25;2;5,25;129,5;319,75;4971,75;14205;0;0;-0,25;0,25;12,25;182;223,25;0;0;-0,25;0,25;12,25;182;223,25
"206";"bottom";"Corki";"MissFortune";"15.8.674.6483";1;0;0;1;127;278;4605;10423;2;0;0;133;297;5625;12068;-2;0;1;-6;-19;-1020;-1645;-2;0;1;-6;-19;-1020;-1645
"207";"bottom";"Corki";"MissFortune";"15.8.675.448";9;4,55555555555556;2,11111111111111;5;116,666666666667;307,777777777778;4685,22222222222;13737,1111111111;3,77777777777778;1,77777777777778;4,22222222222222;119,111111111111;317,777777777778;4938,22222222222;14243,4444444444;0,777777777777778;0,333333333333333;0,777777777777778;-2,44444444444444;-10;-253;-506,333333333334;0,777777777777778;0,333333333333333;0,777777777777778;-2,44444444444444;-10;-253;-506,333333333334
"208";"bottom";"Corki";"Sivir";"15.2.653.8382";1;6;3;2;127;208;5873;10586;1;3;2;103;201;4177;8388;5;0;0;24;7;1696;2198;5;0;0;24;7;1696;2198
"209";"bottom";"Corki";"Sivir";"15.7.671.9073";2;4;1;10,5;133;341;5306;15338;1;3,5;5;121,5;323;4961,5;14320,5;3;-2,5;5,5;11,5;18;344,5;1017,5;3;-2,5;5,5;11,5;18;344,5;1017,5
"210";"bottom";"Corki";"Smolder";"15.1.649.4112";1;0;2;5;136;340;4948;13609;6;0;3;142;372;5154;16686;-6;2;2;-6;-32;-206;-3077;-6;2;2;-6;-32;-206;-3077
"211";"bottom";"Corki";"Tristana";"15.7.671.9073";2;2,5;2,5;2,5;123,5;250,5;4793,5;11006;6,5;1;5;125;272,5;5755;13476,5;-4;1,5;-2,5;-1,5;-22;-961,5;-2470,5;-4;1,5;-2,5;-1,5;-22;-961,5;-2470,5
"212";"bottom";"Corki";"Tristana";"15.8.675.448";2;2,5;4;2,5;111,5;259,5;4638;11976;5,5;3;5;110;286,5;4640,5;13911,5;-3;1;-2,5;1,5;-27;-2,5;-1935,5;-3;1;-2,5;1,5;-27;-2,5;-1935,5
"213";"bottom";"Corki";"Varus";"15.1.649.4112";5;2,6;1,4;5,6;119,8;266,6;4716,4;11620,8;3;2,2;3,8;127,4;257,2;5280,6;11848,4;-0,4;-0,8;1,8;-7,60000000000001;9,40000000000003;-564,200000000001;-227,6;-0,4;-0,8;1,8;-7,60000000000001;9,40000000000003;-564,200000000001;-227,6
"214";"bottom";"Corki";"Varus";"15.2.652.6393";4;1,75;1,25;2,75;95,75;294;3710,25;12576,5;4,75;0,75;4,25;102,5;278;4064,75;12777,25;-3;0,5;-1,5;-6,75;16;-354,5;-200,75;-3;0,5;-1,5;-6,75;16;-354,5;-200,75
"215";"bottom";"Corki";"Varus";"15.2.653.8382";4;2;0,75;4;122;248;4802,75;10752,75;1,5;1,5;3,25;116,25;241,75;4412,5;10261;0,5;-0,75;0,75;5,75;6,25;390,25;491,75;0,5;-0,75;0,75;5,75;6,25;390,25;491,75
"216";"bottom";"Corki";"Varus";"15.3.655.330";8;5,125;3,25;6,875;91,875;259,5;4570,75;12644,5;6,375;3,25;5;99,625;247;4556,375;13164,25;-1,25;0;1,875;-7,75;12,5;14,375;-519,75;-1,25;0;1,875;-7,75;12,5;14,375;-519,75
"217";"bottom";"Corki";"Varus";"15.3.659.3416";1;3;1;5;139;244;5922;11220;1;2;3;137;255;5302;9277;2;-1;2;2;-11;620;1943;2;-1;2;2;-11;620;1943
"218";"bottom";"Corki";"Varus";"15.4.658.6996";3;4;3;8,33333333333333;75,3333333333333;281;3474,33333333333;13104;3,66666666666667;1,33333333333333;6;75;290;3356,33333333333;13940,3333333333;0,333333333333333;1,66666666666667;2,33333333333333;0,333333333333329;-9;118;-836,333333333334;0,333333333333333;1,66666666666667;2,33333333333333;0,333333333333329;-9;118;-836,333333333334
"219";"bottom";"Corki";"Varus";"15.5.662.5311";1;2;1;4;123;213;5340;9033;6;0;5;120;218;5945;10675;-4;1;-1;3;-5;-605;-1642;-4;1;-1;3;-5;-605;-1642
"220";"bottom";"Corki";"Varus";"15.6.665.8352";1;2;3;3;133;252;5809;11715;10;1;7;134;271;5247;14444;-8;2;-4;-1;-19;562;-2729;-8;2;-4;-1;-19;562;-2729
"221";"bottom";"Corki";"Varus";"15.6.667.3303";5;2,4;1,6;2,2;115,6;260;4736;11060,2;3,6;1,4;3,4;120,8;251,4;5196;11729,6;-1,2;0,2;-1,2;-5,2;8,59999999999999;-460;-669,4;-1,2;0,2;-1,2;-5,2;8,59999999999999;-460;-669,4
